|J> |nu1> |nu2> |nu3> Energy
           0           0           7           1 -1.717488730610080E-003
           0           0           7           2 -6.855246089569607E-003
           0           0           7           3  0.586799572280126     
           0           0           7           4   7.63064191051074     
           0           0           7           5   15.5617447969621     
           0           0           7           6  -120.015669900625     
           0           1           6           0 -3.768718369573597E-004
           0           1           6           1  5.284165715880178E-003
           0           1           6           2  2.161404673441694E-002
           0           1           6           3 -0.720291396879299     
           0           1           6           4  -15.2552904655667     
           0           1           6           5  -40.3482183461409     
           0           1           6           6   246.883285133769     
           0           7           1           0 -5.402958211685830E-005
           0           7           1           1  7.141956153298065E-004
           0           7           1           2  2.233949926654493E-003
           0           7           1           3 -0.106958316360276     
           0           7           1           4  -2.14146481156558     
           0           4           3           0 -9.996052804539949E-005
           0           4           3           1  2.730698609768279E-003
           0           4           3           2  6.742505541710054E-003
           0           4           3           3 -0.126343800334641     
           0           4           3           4  -6.09661767978999     
           0           4           3           5  -23.8305450818575     
           0           4           3           6   95.3863930995997     
           0           0           8           0 -1.446373325209943E-004
           0           0           8           1  2.422735805262346E-003
           0           0           8           2  1.647879635300105E-003
           0           0           8           3 -0.260874705810616     
           0           0           8           4  -6.67314787664564     
           0           1           7           0 -9.905358755364887E-005
           0           1           7           1  4.390735378488772E-003
           0           1           7           2  1.799500872493328E-003
           0           1           7           3 -3.861705381048977E-002
           0           1           7           4  -8.81232409374403     
           0           3           5           0  1.252374239844085E-004
           0           3           5           1 -1.653339393622410E-003
           0           3           5           2  3.870339470827857E-003
           0           3           5           3  0.251200722597575     
           0           3           5           4   5.19620191150175     
           0           0           1           0  2.952618888126407E-006
           0           0           1           1  7.254873973191006E-004
           0           0           1           2 -7.533235325134384E-003
           0           0           1           3  8.082150367105979E-003
           0           0           1           4 -0.756322510260875     
           0           0           1           5  -13.4154402238382     
           0           0           1           6  -40.6008966686261     
           0           0           1           7   124.914734350348     
           0           0           1           8  -76.9126329324565     
           0           0           1           9  -298.361069794215     
           0           0           1          10  -77.1208498793569     
           0           0           1          11  -206.896144626795     
           0           0           1          12  -58.3728714994598     
           0           0           1          13   35.8845179248488     
           0           0           1          14   5.49643505362472     
           0           0           1          15  0.304879797132772     
           0           0           1          16  0.215184097064559     
           0           2           0           0 -2.536772138262763E-006
           0           2           0           1  1.215129560550408E-003
           0           2           0           2 -6.029107648248069E-003
           0           2           0           3  2.397227421553466E-002
           0           2           0           4  -1.49703185285179     
           0           2           0           5  -15.8432396146807     
           0           2           0           6  -19.6645529263983     
           0           2           0           7   125.552119565764     
           0           2           0           8   18.3310265047324     
           0           2           0           9  -298.750012768095     
           0           2           0          10  -325.532617381916     
           0           2           0          11  -247.291464797069     
           0           2           0          12  -22.9372488120399     
           0           2           0          13   39.4651903420985     
           0           2           0          14   8.82499581896834     
           0           2           0          15  0.498799649507146     
           0           2           0          16  0.145969789514649     
           0           3           0           0 -3.899173451883132E-005
           0           3           0           1  1.819430967563503E-003
           0           3           0           2  5.023299240401155E-003
           0           3           0           3 -1.029911799716761E-002
           0           3           0           4  -2.73781087124925     
           0           3           0           5  -11.1554749549132     
           0           3           0           6   23.3618246321996     
           0           3           0           7   67.8135822297512     
           0           3           0           8  -67.3106418919209     
           0           3           0           9  -171.581330013139     
           0           3           0          10  -143.683873182695     
           0           3           0          11  -124.471424345049     
           0           3           0          12   36.2744105801734     
           0           3           0          13   23.3004771165187     
           0           3           0          14   13.1296635103505     
           0           2           1           0 -1.948381575610114E-004
           0           2           1           1  3.424987842666706E-003
           0           2           1           2  2.567074633544475E-002
           0           2           1           3 -0.372725705935885     
           0           2           1           4  -5.90699791617357     
           0           2           1           5  -12.2704373203305     
           0           2           1           6  -116.916023861255     
           0           2           1           7   70.8407289653871     
           0           2           1           8  -757.888873738218     
           0           2           1           9  -247.782365370874     
           0           2           1          10   785.254955762527     
           0           2           1          11  -78.9625188047438     
           0           2           1          12  -220.934776764510     
           0           2           1          13   36.3951616611290     
           0           2           1          14   24.8639731919639     
           0           4           0           0 -2.015670653196412E-005
           0           4           0           1 -7.368587692566717E-005
           0           4           0           2  3.377989526781187E-003
           0           4           0           3 -5.776372592113797E-002
           0           4           0           4 -3.378676124749314E-002
           0           4           0           5   2.68869436819484     
           0           4           0           6  -21.1971645457915     
           0           4           0           7   8.00230372950161     
           0           4           0           8  -31.1932316209541     
           0           4           0           9  -33.2168104538360     
           0           4           0          10   70.1776360441398     
           0           4           0          11  -8.51388436534859     
           0           4           0          12  -37.7812385032020     
           0           1           3           0  3.443364898070441E-004
           0           1           3           1 -1.691486864750928E-003
           0           1           3           2 -7.875207460370162E-002
           0           1           3           3  0.710746087389578     
           0           1           3           4   5.46545534907172     
           0           1           3           5  -47.5135888206760     
           0           1           3           6   35.6903396328832     
           0           1           3           7   342.497009634864     
           0           1           3           8  -520.210098974442     
           0           1           3           9   25170.8945445133     
           0           1           3          10   533.215333172592     
           0           1           3          11  -336.370355108708     
           0           1           3          12   121.191672363244     
           0           5           0           0 -1.817556459649087E-006
           0           5           0           1 -7.053163460766307E-006
           0           5           0           2 -1.081387167767108E-003
           0           5           0           3 -1.433812498849460E-002
           0           5           0           4  2.626342188318707E-002
           0           5           0           5  -1.21646381763250     
           0           5           0           6  -17.4223537287947     
           0           5           0           7  -8.65322802946715     
           0           5           0           8  -133.268203733353     
           0           5           0           9  -3.76558462161704     
           0           5           0          10   142.636562768361     
           0           4           1           0 -2.717132144397889E-004
           0           4           1           1  4.442476412594164E-003
           0           4           1           2  3.619997587455825E-002
           0           4           1           3 -0.538959958084719     
           0           4           1           4  -7.81265798855772     
           0           4           1           5  -13.9424843276715     
           0           4           1           6  -174.740880678430     
           0           4           1           7   56.7192723891184     
           0           4           1           8  -972.862780597219     
           0           4           1           9  -306.870331212068     
           0           4           1          10   1233.52210865707     
           0           2           3           0 -4.443126717805837E-005
           0           2           3           1  2.104462436004724E-003
           0           2           3           2  4.642887957809114E-003
           0           2           3           3 -1.478006112072750E-002
           0           2           3           4  -3.07604044633130     
           0           2           3           5  -14.0483938323387     
           0           2           3           6   15.9335484261071     
           0           2           3           7   128.540897676094     
           0           2           3           8   123.116481867477     
           0           2           3           9  -182.067102936079     
           0           2           3          10   130.910600259647     
           0           0           6           0 -3.407676893912531E-006
           0           0           6           1  8.022760966806706E-005
           0           0           6           2 -1.437164997753484E-004
           0           0           6           3 -9.094015377139775E-003
           0           0           6           4 -0.115782125242291     
           0           0           6           5 -0.993444678626584     
           0           0           6           6  -7.71178953740416     
           0           0           6           7   2.67660806152021     
           0           0           6           8  -43.2116093550693     
           0           0           6           0  4.157142533774713E-005
           0           0           6           1 -1.632342545785212E-003
           0           0           6           2 -2.578293375389425E-003
           0           0           6           3  4.260977932454430E-002
           0           0           6           4   2.36682512277536     
           0           0           6           5   12.6424816753183     
           0           0           6           6   15.7199347898988     
           0           0           6           7  -144.008874015755     
           0           0           6           8   115.045228477304     
           0           4           2           0  2.186972215080251E-007
           0           4           2           1 -1.992744393229220E-003
           0           4           2           2  1.001215347035827E-002
           0           4           2           3 -5.948092564546827E-002
           0           4           2           4   2.28791559547295     
           0           4           2           5   25.8871475964244     
           0           4           2           6   21.7074886275691     
           0           4           2           7  -341.356990322006     
           0           4           2           8  -577.165715796099     
           0           6           1           0 -8.363105609708471E-007
           0           6           1           1  5.288885820524641E-005
           0           6           1           2 -2.392757388975381E-004
           0           6           1           3 -1.507807500043066E-003
           0           6           1           4 -6.735205641610403E-002
           0           6           1           5 -0.717668107620467     
           0           6           1           6  -2.63055917213659     
           0           0           7           0 -5.993580474538501E-006
           0           0           7           1  8.037175343933809E-004
           0           0           7           2 -3.548057080001530E-003
           0           0           7           3  5.033705824672273E-003
           0           0           7           4 -0.965350497545006     
           0           0           7           5  -10.4121528286356     
           0           0           7           6  -18.7363697379489     
           0           1           6           0 -5.704435123439256E-006
           0           1           6           1 -1.234514637971871E-003
           0           1           6           2  1.106646182755043E-002
           0           1           6           3 -3.038311361624389E-002
           0           1           6           4   1.24587130879415     
           0           1           6           5   20.9251295141301     
           0           1           6           6   48.2427170717855     
           0           7           1           0 -2.916453176008690E-007
           0           7           1           1 -1.761367970026854E-004
           0           7           1           2  1.503440331281644E-003
           0           7           1           3 -2.758865090242490E-003
           0           7           1           4  0.183452929589948     
           0           4           3           0 -6.548672818763183E-006
           0           4           3           1 -3.467978608270242E-004
           0           4           3           2  5.814318258123966E-003
           0           4           3           3 -1.097922910018467E-002
           0           4           3           4  0.251963294320460     
           0           4           3           5   8.44156196293244     
           0           4           3           6   28.6222140648387     
           0           0           8           0 -4.673840469484088E-007
           0           0           8           1 -4.774697351998859E-004
           0           0           8           2  5.195644708780076E-003
           0           0           8           3 -5.755009413625648E-005
           0           0           8           4  0.459218344057096     
           0           1           7           0 -9.966305285273163E-006
           0           1           7           1 -3.661724379602037E-004
           0           1           7           2  9.494771287947061E-003
           0           1           7           3 -3.578390727193028E-003
           0           1           7           4  0.141916362968696     
           0           3           5           0 -3.464720962498003E-006
           0           3           5           1  4.055644317890399E-004
           0           3           5           2 -3.601133293918659E-003
           0           3           5           3 -9.841370121991655E-003
           0           3           5           4 -0.428400672123734     
           0           0           1           0  1.364900014113825E-007
           0           0           1           1  2.492091414586013E-006
           0           0           1           2 -1.784642288040374E-003
           0           0           1           3 -1.377112833526941E-002
           0           0           1           4  4.695751263053626E-003
           0           0           1           5  -1.22977601306076     
           0           0           1           6  -17.8060720248577     
           0           0           1           7  -47.8149516477611     
           0           0           1           8   134.737035428060     
           0           0           1           9   107.154238491950     
           0           0           1          10  -327.964435099954     
           0           0           1          11  -50.4652690648903     
           0           0           1          12   222.604152448343     
           0           0           1          13   63.2679676434627     
           0           0           1          14   43.7227155444430     
           0           0           1          15   7.78652565029186     
           0           0           1          16  0.776856321385717     
           0           2           0           0  2.297797258611495E-006
           0           2           0           1  2.962061558230026E-005
           0           2           0           2 -2.887243906175513E-003
           0           2           0           3 -1.053420201478400E-002
           0           2           0           4  2.013360242052490E-002
           0           2           0           5  -2.32596913356282     
           0           2           0           6  -20.6939751068579     
           0           2           0           7  -23.0068983393014     
           0           2           0           8   132.047089340416     
           0           2           0           9  -3.14359357024451     
           0           2           0          10  -320.059908703146     
           0           2           0          11  -320.326233311240     
           0           2           0          12   263.331440296517     
           0           2           0          13   22.6354928900925     
           0           2           0          14   46.8839181028563     
           0           2           0          15   12.0103349491060     
           0           2           0          16  0.969484927110386     
           0           3           0           0  8.107950959990856E-006
           0           3           0           1  1.624605249755200E-004
           0           3           0           2 -4.071841865445427E-003
           0           3           0           3  9.898846006839754E-003
           0           3           0           4 -5.584067806226042E-002
           0           3           0           5  -4.04407999033117     
           0           3           0           6  -14.0746647668503     
           0           3           0           7   26.8624428014485     
           0           3           0           8   66.4289126390728     
           0           3           0           9   66.9321277087602     
           0           3           0          10  -176.606980268204     
           0           3           0          11  -152.364104886725     
           0           3           0          12   126.314390029896     
           0           3           0          13  -40.8271161635113     
           0           3           0          14   25.9374671061091     
           0           2           1           0  2.134966383166530E-005
           0           2           1           1  7.105990563838549E-004
           0           2           1           2 -7.238638456033046E-003
           0           2           1           3  4.372940413545603E-002
           0           2           1           4 -0.697530909185097     
           0           2           1           5  -8.45619801980801     
           0           2           1           6  -16.7113883345673     
           0           2           1           7  -146.643422546744     
           0           2           1           8   81.1144861335614     
           0           2           1           9   873.379290746194     
           0           2           1          10  -298.754729324455     
           0           2           1          11   908.865354377503     
           0           2           1          12   95.0764279926123     
           0           2           1          13   262.644367642962     
           0           2           1          14   46.7200660214129     
           0           4           0           0  9.769369615260225E-007
           0           4           0           1  6.592759022638378E-005
           0           4           0           2  2.505630604528290E-004
           0           4           0           3  5.434598050952401E-003
           0           4           0           4 -9.585181483124201E-002
           0           4           0           5  4.273158737112613E-003
           0           4           0           6   3.27723349328163     
           0           4           0           7  -26.0281179750486     
           0           4           0           8   12.9849666147454     
           0           4           0           9   44.5814057591890     
           0           4           0          10  -45.0161981874315     
           0           4           0          11   86.6991928261847     
           0           4           0          12   14.9972293598415     
           0           1           3           0 -3.297290859239869E-005
           0           1           3           1 -1.180946271668456E-003
           0           1           3           2  2.257889095151290E-003
           0           1           3           3 -0.137659026899170     
           0           1           3           4   1.25792923032407     
           0           1           3           5   7.05580221818810     
           0           1           3           6  -61.8268482261058     
           0           1           3           7   57.2949143591477     
           0           1           3           8   345.190875648514     
           0           1           3           9   533.215333172592     
           0           1           3          10   26268.1387811199     
           0           1           3          11   534.848607182696     
           0           1           3          12   313.966304579403     
           0           5           0           0 -3.573936421615062E-007
           0           5           0           1  5.819779247099678E-006
           0           5           0           2  4.374099936849795E-006
           0           5           0           3 -2.243310207040072E-003
           0           5           0           4 -2.275275617514038E-002
           0           5           0           5  3.038626786092850E-002
           0           5           0           6  -1.75521139654981     
           0           5           0           7  -20.9695759263035     
           0           5           0           8  -9.40964831783868     
           0           5           0           9   148.832630610904     
           0           5           0          10  -7.62920908927374     
           0           4           1           0  2.869071128925270E-005
           0           4           1           1  9.850376622085090E-004
           0           4           1           2 -9.318200050819068E-003
           0           4           1           3  6.134820232195637E-002
           0           4           1           4 -0.998290781104182     
           0           4           1           5  -11.1426012664292     
           0           4           1           6  -19.3198623553875     
           0           4           1           7  -218.820597099797     
           0           4           1           8   69.3525663709914     
           0           4           1           9   1132.34298254975     
           0           4           1          10  -378.097866456599     
           0           2           3           0  9.129827310768092E-006
           0           2           3           1  1.855222277584190E-004
           0           2           3           2 -4.724417673788118E-003
           0           2           3           3  9.206534127930179E-003
           0           2           3           4 -6.799179766564764E-002
           0           2           3           5  -4.55686130761103     
           0           2           3           6  -17.8886302630957     
           0           2           3           7   18.1319743323865     
           0           2           3           8   134.246515244848     
           0           2           3           9  -127.083907243030     
           0           2           3          10  -187.196242420726     
           0           0           6           0  2.574210733148041E-007
           0           0           6           1  1.273824332875031E-005
           0           0           6           2 -1.816945985794561E-004
           0           0           6           3 -3.779247245324714E-004
           0           0           6           4 -1.642018556037735E-002
           0           0           6           5 -0.173044314425131     
           0           0           6           6  -1.35989768051930     
           0           0           6           7  -9.34225672523021     
           0           0           6           8   2.91504545373088     
           0           0           6           0 -6.821640330121710E-006
           0           0           6           1 -1.674189969800212E-004
           0           0           6           2  3.666662601614473E-003
           0           0           6           3 -4.740576611945917E-003
           0           0           6           4  0.103152438793680     
           0           0           6           5   3.51175765617127     
           0           0           6           6   16.4436612730336     
           0           0           6           7   19.5043133494561     
           0           0           6           8  -154.943198590149     
           0           4           2           0 -4.026475533606177E-006
           0           4           2           1 -3.532554649311175E-005
           0           4           2           2  4.737033774486416E-003
           0           4           2           3  1.724431605095423E-002
           0           4           2           4 -6.761500455310751E-002
           0           4           2           5   3.57687205019571     
           0           4           2           6   33.7383584966956     
           0           4           2           7   24.0771547829328     
           0           4           2           8  -370.290025881108     
           0           6           1           0  1.153801393900620E-007
           0           6           1           1  3.700102591684473E-006
           0           6           1           2 -1.240890540415525E-004
           0           6           1           3 -4.535107659484511E-004
           0           6           1           4 -3.331319650721856E-003
           0           6           1           5 -0.103622907942579     
           0           6           1           6 -0.954851639199696     
           0           0           7           0  1.793775141012636E-006
           0           0           7           1  3.391434134278820E-005
           0           0           7           2 -1.894568802829873E-003
           0           0           7           3 -6.322364689866237E-003
           0           0           7           4 -4.360209355110362E-003
           0           0           7           5  -1.49574087481803     
           0           0           7           6  -13.6725020344085     
           0           1           6           0 -9.681669534222808E-007
           0           1           6           1 -2.048554673843273E-006
           0           1           6           2  3.010300809906518E-003
           0           1           6           3  1.991600420046292E-002
           0           1           6           4 -3.487533240984460E-002
           0           1           6           5   2.01755590121929     
           0           1           6           6   27.6276864699116     
           0           7           1           0 -1.622506744952656E-007
           0           7           1           1 -2.034490251823250E-006
           0           7           1           2  4.276606430927248E-004
           0           7           1           3  2.723058679325477E-003
           0           7           1           4 -2.312031430651517E-003
           0           4           3           0  5.946398330095567E-007
           0           4           3           1  1.609644654287331E-005
           0           4           3           2  8.906423136599699E-004
           0           4           3           3  1.063748662268751E-002
           0           4           3           4 -1.581161090629425E-002
           0           4           3           5  0.453726270951428     
           0           4           3           6   11.2548551363283     
           0           0           8           0 -1.042042849519593E-007
           0           0           8           1 -6.489244412445224E-006
           0           0           8           2  1.173905156320351E-003
           0           0           8           3  9.599611191633790E-003
           0           0           8           4  5.078701926631315E-003
           0           1           7           0  1.655690953702477E-006
           0           1           7           1  2.743697481543114E-005
           0           1           7           2  9.906397176971068E-004
           0           1           7           3  1.765571817495659E-002
           0           1           7           4 -6.080640750092662E-003
           0           3           5           0  3.629765745127504E-007
           0           3           5           1  1.841480727603688E-005
           0           3           5           2 -9.796994167301637E-004
           0           3           5           3 -6.776216825247476E-003
           0           3           5           4 -2.120417013885166E-002
           0           0           1           0 -7.925297042036224E-007
           0           0           1           1 -4.815918434911080E-007
           0           0           1           2 -4.037625722898564E-005
           0           0           1           3 -3.763363437845024E-003
           0           0           1           4 -2.290127884675835E-002
           0           0           1           5 -7.480124190237710E-003
           0           0           1           6  -1.90535610458529     
           0           0           1           7  -22.9632879663000     
           0           0           1           8  -54.9968277144350     
           0           0           1           9  -143.757506106673     
           0           0           1          10   140.792339917402     
           0           0           1          11  -358.283320160102     
           0           0           1          12   19.3722984967781     
           0           0           1          13  -238.140587381554     
           0           0           1          14   66.3779954354939     
           0           0           1          15   52.6805693109524     
           0           0           1          16   10.1708543231978     
           0           2           0           0 -1.087464247285346E-006
           0           2           0           1 -7.531175728401196E-006
           0           2           0           2 -1.301005871907834E-004
           0           2           0           3 -5.879449198014941E-003
           0           2           0           4 -1.672437343544424E-002
           0           2           0           5 -1.026660299854520E-003
           0           2           0           6  -3.45838608996393     
           0           2           0           7  -26.2346382926798     
           0           2           0           8  -26.1727149395323     
           0           2           0           9  -136.836432115750     
           0           2           0          10   14.2625138134274     
           0           2           0          11  -339.389938475806     
           0           2           0          12   311.351913838883     
           0           2           0          13  -278.382844868526     
           0           2           0          14   20.1649688925045     
           0           2           0          15   54.8550710371612     
           0           2           0          16   15.1059007037539     
           0           3           0           0 -9.387078653719779E-007
           0           3           0           1 -2.507398117135124E-005
           0           3           0           2 -4.842314060120632E-004
           0           3           0           3 -7.772133195448740E-003
           0           3           0           4  1.733003620726586E-002
           0           3           0           5 -0.149061306769818     
           0           3           0           6  -5.72124245041149     
           0           3           0           7  -17.1652508805127     
           0           3           0           8   30.3114929308087     
           0           3           0           9  -62.9262999040275     
           0           3           0          10   66.4289424742907     
           0           3           0          11  -178.643774388714     
           0           3           0          12   160.209080050685     
           0           3           0          13  -126.401427627605     
           0           3           0          14  -45.9670620286333     
           0           2           1           0 -3.267071692708711E-007
           0           2           1           1 -5.896949329890203E-005
           0           2           1           2 -1.906398313370559E-003
           0           2           1           3 -1.294818775642789E-002
           0           2           1           4  6.524223246132307E-002
           0           2           1           5  -1.21041518911750     
           0           2           1           6  -11.5823965734039     
           0           2           1           7  -22.1703577332016     
           0           2           1           8  -180.069108557501     
           0           2           1           9  -93.9777735953481     
           0           2           1          10   1001.25475978582     
           0           2           1          11  -362.895827856545     
           0           2           1          12  -1046.90511701034     
           0           2           1          13  -117.110434507849     
           0           2           1          14   307.826431311318     
           0           4           0           0  3.151145323666270E-007
           0           4           0           1 -1.850064144825488E-006
           0           4           0           2 -1.585639932979961E-004
           0           4           0           3  6.555663274824500E-004
           0           4           0           4  7.554906805989478E-003
           0           4           0           5 -0.148767547792644     
           0           4           0           6  8.328975631594164E-002
           0           4           0           7   3.82673532401632     
           0           4           0           8  -31.3528755247434     
           0           4           0           9  -19.2178642470136     
           0           4           0          10   60.1843879638848     
           0           4           0          11  -59.6369115800854     
           0           4           0          12  -105.669894097235     
           0           1           3           0 -3.663063002695888E-006
           0           1           3           1  8.846194365290090E-005
           0           1           3           2  2.981383119494198E-003
           0           1           3           3  1.069586593047757E-003
           0           1           3           4 -0.214683817118527     
           0           1           3           5   2.07643186135300     
           0           1           3           6   8.51343168668626     
           0           1           3           7  -77.9839488832025     
           0           1           3           8   85.4322351388069     
           0           1           3           9  -336.370355108708     
           0           1           3          10   534.848607182696     
           0           1           3          11   27370.3409552608     
           0           1           3          12  -522.236843437864     
           0           5           0           0 -1.315219554363190E-008
           0           5           0           1  1.431581031485508E-006
           0           5           0           2 -1.416836177100345E-005
           0           5           0           3 -2.096430715404367E-005
           0           5           0           4 -4.223415698639186E-003
           0           5           0           5 -3.382989042056538E-002
           0           5           0           6  2.987575027939189E-002
           0           5           0           7  -2.45552336759935     
           0           5           0           8  -24.7449360612652     
           0           5           0           9   9.98153857790595     
           0           5           0          10   165.142663576755     
           0           4           1           0 -1.945089128459406E-007
           0           4           1           1 -7.850177364180613E-005
           0           4           1           2 -2.628475607721107E-003
           0           4           1           3 -1.651407084996076E-002
           0           4           1           4  9.094528795149741E-002
           0           4           1           5  -1.71756382729028     
           0           4           1           6  -15.2006735078668     
           0           4           1           7  -26.0798586479044     
           0           4           1           8  -268.357822511729     
           0           4           1           9  -86.4986831967004     
           0           4           1          10   1309.71258468387     
           0           2           3           0 -1.090613165640276E-006
           0           2           3           1 -2.840974578865474E-005
           0           2           3           2 -5.527672400156532E-004
           0           2           3           3 -9.045064415384383E-003
           0           2           3           4  1.616031724091821E-002
           0           2           3           5 -0.175475437650016     
           0           2           3           6  -6.46584569012361     
           0           2           3           7  -22.0487937328942     
           0           2           3           8   20.3180832882158     
           0           2           3           9  -138.000671545105     
           0           2           3          10  -129.478698867575     
           0           0           6           0 -3.798278081159397E-008
           0           0           6           1 -6.143545786361809E-007
           0           0           6           2 -3.508021163753901E-005
           0           0           6           3 -3.536071347919894E-004
           0           0           6           4 -8.657092475202424E-004
           0           0           6           5 -2.770669981458985E-002
           0           0           6           6 -0.248189068317345     
           0           0           6           7  -1.81076924489633     
           0           0           6           8  -11.0898543446661     
           0           0           6           0  8.205691455907894E-007
           0           0           6           1  2.048748066835258E-005
           0           0           6           2  4.868699578218635E-004
           0           0           6           3  7.033382938088032E-003
           0           0           6           4 -7.538283858579767E-003
           0           0           6           5  0.212579920928537     
           0           0           6           6   4.99260524709838     
           0           0           6           7   20.7569206949091     
           0           0           6           8   23.5439005079424     
           0           4           2           0  1.735107910469625E-006
           0           4           2           1  1.414327138983024E-005
           0           4           2           2  1.771243232150359E-004
           0           4           2           3  9.631609329042869E-003
           0           4           2           4  2.679526725644980E-002
           0           4           2           5 -5.432293848515545E-002
           0           4           2           6   5.34728891164974     
           0           4           2           7   42.6636250896505     
           0           4           2           8   25.5619836959917     
           0           6           1           0 -3.998881532238431E-008
           0           6           1           1 -3.288120557539491E-007
           0           6           1           2 -1.155893704816849E-005
           0           6           1           3 -2.498441235862145E-004
           0           6           1           4 -7.915838169552091E-004
           0           6           1           5 -6.543934381350423E-003
           0           6           1           6 -0.152753224332000     
           0           0           7           0 -6.464307264829164E-007
           0           0           7           1 -5.761086830584802E-006
           0           0           7           2 -1.201921931044628E-004
           0           0           7           3 -3.824785199084659E-003
           0           0           7           4 -1.028176632889732E-002
           0           0           7           5 -2.757065709482069E-002
           0           0           7           6  -2.21839546115868     
           0           1           6           0  1.254051376778227E-006
           0           1           6           1  3.829938344120419E-006
           0           1           6           2  6.101228632156835E-005
           0           1           6           3  6.281379967164671E-003
           0           1           6           4  3.250529428111276E-002
           0           1           6           5 -2.832709412732111E-002
           0           1           6           6   3.11352264939043     
           0           7           1           0  1.733289648568123E-007
           0           7           1           1  5.846552649796182E-007
           0           7           1           2  1.302173574442659E-005
           0           7           1           3  8.891022896681323E-004
           0           7           1           4  4.480784139771253E-003
           0           4           3           0  4.658581505835384E-007
           0           4           3           1 -1.588346198818901E-006
           0           4           3           2 -2.384003549383748E-005
           0           4           3           3  1.949941668703852E-003
           0           4           3           4  1.764387570655516E-002
